game_event_id,game_date,game_id,event_minute,event_type,club_id,player_id,description,player_in_id,player_assist_id
aedf405357108edab26aa23c7275019b,2022-08-07,3828433,71,Substitutions,173,588649,,95759,
0fba22ca6a4351ee52d37277f0cbd28d,2022-08-07,3828433,90,Substitutions,173,616430,,656132,
28f661308c32df67cfaf583351de56d1,2022-08-07,3828433,80,Substitutions,678,675278,,445616,
f313e0717c2bbf0333f32c0c66954106,2022-08-07,3828433,71,Substitutions,173,802726,,578920,
b0c743418601f9feda6fd062c40821ae,2022-08-08,3828434,89,Substitutions,1177,102132,,599215,
fb6846685f040e94c7cdb2b306261126,2022-08-08,3828434,85,Goals,1053,102134,Header 1. Goal of the Season,,
13e0c50005953cfe4e919b58dbdbc154,2022-08-08,3828434,58,Substitutions,1053,148344,,102134,
d2ec6f6e90a5b1a0e23bca6d8513cc44,2022-08-08,3828434,58,Substitutions,1053,161368,,361516,
7c015f0a24ac83a62ed7b3a4ae74b0fb,2022-08-08,3828434,70,Substitutions,1053,226450,,337799,
a6d22b66ffb9a9ff29cbf39b1b089436,2022-08-08,3828434,79,Substitutions,1177,293279,,587298,
6c0c146e9897fa2cb62e4323ac901501,2022-08-08,3828434,79,Substitutions,1177,422721,,221916,
42dde0664c3c16ac03c171656ec5ebf7,2022-08-08,3828434,90,Substitutions,1177,511534,,490842,
1b06fac2198c90f435725fd412d549e7,2022-08-05,3851065,80,Substitutions,3508,623319,,574501,
9dc300a352614b0186e5c0d684dcd77f,2022-08-08,3828434,60,Goals,1177,524081,Left-footed shot 2. Goal of the Season,,
