"game_lineups_id","game_date","game_id","player_id","club_id","player_name","lineup_type","player_position","lineup_number","team_captain"
"013d6cb721e54ad0e39b8fa445df4240","2022-08-28","3828451","345746","1053","Andreas Poulsen","starting_lineup","Left-Back",25,False
"f9fc029a1f5e0f645339c01afc81a607","2022-08-28","3828451","348875","5724","Hugo Andersson","starting_lineup","Centre-Back",5,False
"a45812c9ae98560f6bef434284a2984e","2022-08-28","3828451","361516","1053","Kilian Ludewig","starting_lineup","Right-Back",32,False
"f1e57b3c1d0bcf86e0ed10a29565335c","2022-08-28","3828451","374253","5724","Mikkel Pedersen","substitutes","Central Midfield",12,False
"6a7a05c55e69bf2b8bb1bd2dc8c3751d","2022-08-28","3828451","388465","1053","Louka Prip","starting_lineup","Left Winger",18,False
"923f1065bc6175808b36fe674a3bd704","2022-08-28","3828451","410897","1053","Lars Kramer","starting_lineup","Centre-Back",21,False
"df6e58a745bafb69f1eed94959c5a194","2022-08-28","3828451","423197","1053","Allan Sousa","starting_lineup","Right Winger",7,False
"92612932d069ef70e5b19583daa2bb7e","2022-08-28","3828451","462831","1053","Jeppe Pedersen","substitutes","Central Midfield",28,False
"9e11f4cd6c3b19a91d3d93123e0ba7d2","2022-08-28","3828451","491890","5724","Stephen Odey","starting_lineup","Centre-Forward",90,False
"09f2332c82bab8801d15e7ba461ed3ca","2022-08-28","3828451","525990","5724","Tobias Klysner","substitutes","Right Winger",18,False
"588ca9a28ac83197ade5100c43687dde","2022-08-28","3828451","542858","5724","Simon Graves","starting_lineup","Centre-Back",2,False
"a93168669793ad00b6d8339072e5b302","2022-08-28","3828451","543311","1053","Anosike Ementa","substitutes","Centre-Forward",19,False
"2c4c36eadfcd12b5b071a0fd8749a188","2022-08-28","3828451","543822","1053","Malthe Höjholt","substitutes","Defensive Midfield",14,False
"3c6c02ca384e64c0ed8c79c79500470f","2022-08-28","3828451","545331","1053","Mathias Ross","starting_lineup","Centre-Back",4,False
"8cd19f191aa7c96aab09c41918721a1d","2022-08-28","3828451","566571","5724","Oliver Bundgaard","substitutes","Left-Back",19,False
"6e23587aeed11dfb03efac64cc201b6c","2022-08-28","3828451","663424","5724","Lasse Berg Johnsen","starting_lineup","Central Midfield",6,False
"1ee4a658589bfe9bbdcb09cf13299f2d","2022-08-28","3828451","685145","5724","Filip Bundgaard","starting_lineup","Centre-Forward",40,False
"1274d7b1044ce86d57025ae78a9053b9","2022-08-28","3828451","752778","5724","Mads Enggaard","substitutes","Central Midfield",16,False
"496561a7084103ba990f007a56989086","2022-08-28","3828451","799899","1053","Theo Sander","starting_lineup","Goalkeeper",22,False
"1ca4cbd879abaeefdc232cbfa9cd7adf","2022-08-28","3828451","799914","1053","Daniel Veiby Held","substitutes","Goalkeeper",40,False
"fa61e5d6e41da8d80f7d87780ac69918","2022-08-28","3828451","805056","1053","Oliver Ross","substitutes","Attacking Midfield",38,False
